nickname,userid,voted_at,total weight(metaforo),"total weight(on chain, floored)",⚠️need_review,address,address weight(floored),explorer_url
Byakuya,34079,2026-07-04 18:15:47 (UTC+0),32970632,32970632,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgsgnwjejkkdz3wxwqf6p99yx287l8largm76z5n,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgsgnwjejkkdz3wxwqf6p99yx287l8largm76z5n
Byakuya,34079,2026-07-04 18:15:47 (UTC+0),32970632,32970632,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgp2s9z734rgf9rz8zxkl5l58z8yvaptrsphhs6k,472839,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgp2s9z734rgf9rz8zxkl5l58z8yvaptrsphhs6k
Byakuya,34079,2026-07-04 18:15:47 (UTC+0),32970632,32970632,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg79hh53jfvvnddfqsvf6rphuhchm74e8gagvssy,30000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg79hh53jfvvnddfqsvf6rphuhchm74e8gagvssy
ebubedev,53125,2026-07-04 11:16:56 (UTC+0),126864,126864,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwfu4pvkjsxzxacs4q5jyl9gtymqhayd2s3ha8ru,126864,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwfu4pvkjsxzxacs4q5jyl9gtymqhayd2s3ha8ru
Ticoworld,53558,2026-07-03 23:24:27 (UTC+0),125459,125459,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2dvzq6ecle83hlrlpgjpe2j0x2uq8t8mgqllfxy,125459,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2dvzq6ecle83hlrlpgjpe2j0x2uq8t8mgqllfxy
xcd,47729,2026-07-03 08:25:22 (UTC+0),1091879,1091879,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfa2a8828qdqpa6uv7kgzka97ug6znl0kqqffrmg,138822,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfa2a8828qdqpa6uv7kgzka97ug6znl0kqqffrmg
xcd,47729,2026-07-03 08:25:22 (UTC+0),1091879,1091879,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqf24rmfselfht37nqpkk843rvg7r5zw6dqa43zxw,150000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqf24rmfselfht37nqpkk843rvg7r5zw6dqa43zxw
xcd,47729,2026-07-03 08:25:22 (UTC+0),1091879,1091879,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2pn20uw6f6meety5nrld79paqfvslj23qqxxhss,503057,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2pn20uw6f6meety5nrld79paqfvslj23qqxxhss
xcd,47729,2026-07-03 08:25:22 (UTC+0),1091879,1091879,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqf4hhlja55665hxtdj8cmdxv864v300sas3jxup8,100000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqf4hhlja55665hxtdj8cmdxv864v300sas3jxup8
xcd,47729,2026-07-03 08:25:22 (UTC+0),1091879,1091879,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfl20n0297flg8lddkqx8jpwz5emyqwvkgec9spm,200000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfl20n0297flg8lddkqx8jpwz5emyqwvkgec9spm
xcd,47729,2026-07-03 08:25:22 (UTC+0),1091879,1091879,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqf0n4tky72nrm8aqdafh28vyj2t6wkvpwqzc0fv7,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqf0n4tky72nrm8aqdafh28vyj2t6wkvpwqzc0fv7
truthixify,53508,2026-07-02 17:59:53 (UTC+0),101885,101885,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2jdp07vmgft5tpt7ds66up8t0jnedzwzgnz2ce9,101885,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2jdp07vmgft5tpt7ds66up8t0jnedzwzgnz2ce9
truthixify,53508,2026-07-02 17:59:53 (UTC+0),101885,101885,False,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqtlp685smr3ezf6duf5vhscfdqs7wjgzfs7whcdj,0,https://explorer.app5.org/address/ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqtlp685smr3ezf6duf5vhscfdqs7wjgzfs7whcdj
phill,34020,2026-06-30 02:32:38 (UTC+0),1557056,1557056,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0cznt3gq3v8tsrgdrefg6u2umn0zkuuqq99zpad,555555,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0cznt3gq3v8tsrgdrefg6u2umn0zkuuqq99zpad
phill,34020,2026-06-30 02:32:38 (UTC+0),1557056,1557056,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgwspjefmd6pu6qsg3s5rsspuph2tjk6qspdt7jv,1001501,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgwspjefmd6pu6qsg3s5rsspuph2tjk6qspdt7jv
phill,34020,2026-06-30 02:32:38 (UTC+0),1557056,1557056,False,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcq0xkmf3afm86zlxnk9zpc64efxrewmrxjsh46hmp,0,https://explorer.app5.org/address/ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcq0xkmf3afm86zlxnk9zpc64efxrewmrxjsh46hmp
